LC,total_area,caribou_density,season,pft,year,weighted_area
Low shrub,651703500,High,winter,Evergreen shrubs,weighted_area_end,115874190
Low shrub,651703500,High,winter,Forbs,weighted_area_start,1334880
Low shrub,651703500,High,winter,Forbs,weighted_area_end,1832454
Low shrub,651703500,High,winter,Alder,weighted_area_start,14427711
Low shrub,651703500,High,winter,Alder,weighted_area_end,21283416
Low shrub,651703500,High,winter,Birch,weighted_area_start,96131889
Low shrub,651703500,High,winter,Birch,weighted_area_end,107218998
Low shrub,651703500,High,winter,Graminoids,weighted_area_start,41129424
Low shrub,651703500,High,winter,Graminoids,weighted_area_end,35983575
Low shrub,651703500,High,winter,Willow,weighted_area_start,33106284
Low shrub,651703500,High,winter,Willow,weighted_area_end,30829122
Low shrub,651703500,High,winter,Lichens,weighted_area_start,70217496
Low shrub,651703500,High,winter,Lichens,weighted_area_end,58946625
Tall shrub,72938700,High,winter,Deciduous shrubs,weighted_area_start,31419486
Tall shrub,72938700,High,winter,Deciduous shrubs,weighted_area_end,33272442
Tall shrub,72938700,High,winter,Evergreen shrubs,weighted_area_start,11475027
Tall shrub,72938700,High,winter,Evergreen shrubs,weighted_area_end,11977416
Tall shrub,72938700,High,winter,Forbs,weighted_area_start,314316
Tall shrub,72938700,High,winter,Forbs,weighted_area_end,388566
Tall shrub,72938700,High,winter,Alder,weighted_area_start,1975041
Tall shrub,72938700,High,winter,Alder,weighted_area_end,3470148
Tall shrub,72938700,High,winter,Birch,weighted_area_start,15823359
Tall shrub,72938700,High,winter,Birch,weighted_area_end,17538678
Tall shrub,72938700,High,winter,Graminoids,weighted_area_start,4659930
Tall shrub,72938700,High,winter,Graminoids,weighted_area_end,3734046
Tall shrub,72938700,High,winter,Willow,weighted_area_start,6316380
Tall shrub,72938700,High,winter,Willow,weighted_area_end,5370750
Tall shrub,72938700,High,winter,Lichens,weighted_area_start,5300010
Tall shrub,72938700,High,winter,Lichens,weighted_area_end,4336173
Open shrubs,34429500,High,winter,Deciduous shrubs,weighted_area_start,8235000
Open shrubs,34429500,High,winter,Deciduous shrubs,weighted_area_end,8970435
Open shrubs,34429500,High,winter,Evergreen shrubs,weighted_area_start,7388766
Open shrubs,34429500,High,winter,Evergreen shrubs,weighted_area_end,7703244
Open shrubs,34429500,High,winter,Forbs,weighted_area_start,43857
Open shrubs,34429500,High,winter,Forbs,weighted_area_end,71919
Open shrubs,34429500,High,winter,Alder,weighted_area_start,184761
Open shrubs,34429500,High,winter,Alder,weighted_area_end,356985
Open shrubs,34429500,High,winter,Birch,weighted_area_start,4609080
Open shrubs,34429500,High,winter,Birch,weighted_area_end,5070762
Open shrubs,34429500,High,winter,Graminoids,weighted_area_start,3434634
Open shrubs,34429500,High,winter,Graminoids,weighted_area_end,3429198
Open shrubs,34429500,High,winter,Willow,weighted_area_start,1266696
Open shrubs,34429500,High,winter,Willow,weighted_area_end,1145673
Open shrubs,34429500,High,winter,Lichens,weighted_area_start,5981508
Open shrubs,34429500,High,winter,Lichens,weighted_area_end,5061573
Herbaceous,404617500,High,winter,Deciduous shrubs,weighted_area_start,112372722
Herbaceous,404617500,High,winter,Deciduous shrubs,weighted_area_end,122295474
Herbaceous,404617500,High,winter,Evergreen shrubs,weighted_area_start,85134249
Herbaceous,404617500,High,winter,Evergreen shrubs,weighted_area_end,86893254
Herbaceous,404617500,High,winter,Forbs,weighted_area_start,2995560
Herbaceous,404617500,High,winter,Forbs,weighted_area_end,3331728
Herbaceous,404617500,High,winter,Alder,weighted_area_start,3980016
Herbaceous,404617500,High,winter,Alder,weighted_area_end,8652060
Herbaceous,404617500,High,winter,Birch,weighted_area_start,54984717
Herbaceous,404617500,High,winter,Birch,weighted_area_end,59656626
Herbaceous,404617500,High,winter,Graminoids,weighted_area_start,52401888
Herbaceous,404617500,High,winter,Graminoids,weighted_area_end,50751396
Herbaceous,404617500,High,winter,Willow,weighted_area_start,28101537
Herbaceous,404617500,High,winter,Willow,weighted_area_end,25621704
Herbaceous,404617500,High,winter,Lichens,weighted_area_start,59664744
Herbaceous,404617500,High,winter,Lichens,weighted_area_end,50092596
Tussock tundra,332687700,High,winter,Deciduous shrubs,weighted_area_start,100650339
Tussock tundra,332687700,High,winter,Deciduous shrubs,weighted_area_end,111367845
Tussock tundra,332687700,High,winter,Evergreen shrubs,weighted_area_start,68272659
Tussock tundra,332687700,High,winter,Evergreen shrubs,weighted_area_end,70763301
Tussock tundra,332687700,High,winter,Forbs,weighted_area_start,384723
Tussock tundra,332687700,High,winter,Forbs,weighted_area_end,617652
Tussock tundra,332687700,High,winter,Alder,weighted_area_start,3582189
Tussock tundra,332687700,High,winter,Alder,weighted_area_end,7648866
Tussock tundra,332687700,High,winter,Birch,weighted_area_start,62908227
Tussock tundra,332687700,High,winter,Birch,weighted_area_end,68763969
Tussock tundra,332687700,High,winter,Graminoids,weighted_area_start,42774327
Tussock tundra,332687700,High,winter,Graminoids,weighted_area_end,37710054
Tussock tundra,332687700,High,winter,Willow,weighted_area_start,16093341
Tussock tundra,332687700,High,winter,Willow,weighted_area_end,12985443
Tussock tundra,332687700,High,winter,Lichens,weighted_area_start,42392034
Tussock tundra,332687700,High,winter,Lichens,weighted_area_end,34330482
Sparsely vegetated,395997300,High,winter,Deciduous shrubs,weighted_area_start,36370764
Sparsely vegetated,395997300,High,winter,Deciduous shrubs,weighted_area_end,42354054
Sparsely vegetated,395997300,High,winter,Evergreen shrubs,weighted_area_start,95695434
Sparsely vegetated,395997300,High,winter,Evergreen shrubs,weighted_area_end,94241151
Sparsely vegetated,395997300,High,winter,Forbs,weighted_area_start,5032953
Sparsely vegetated,395997300,High,winter,Forbs,weighted_area_end,5541201
Sparsely vegetated,395997300,High,winter,Alder,weighted_area_start,133317
Sparsely vegetated,395997300,High,winter,Alder,weighted_area_end,338913
Sparsely vegetated,395997300,High,winter,Birch,weighted_area_start,15058224
Sparsely vegetated,395997300,High,winter,Birch,weighted_area_end,18285246
Sparsely vegetated,395997300,High,winter,Graminoids,weighted_area_start,21167964
Sparsely vegetated,395997300,High,winter,Graminoids,weighted_area_end,23268015
Sparsely vegetated,395997300,High,winter,Willow,weighted_area_start,9739584
Sparsely vegetated,395997300,High,winter,Willow,weighted_area_end,10950660
Sparsely vegetated,395997300,High,winter,Lichens,weighted_area_start,61535421
Sparsely vegetated,395997300,High,winter,Lichens,weighted_area_end,58525182
Fen,404878500,High,winter,Deciduous shrubs,weighted_area_start,121694643
Fen,404878500,High,winter,Deciduous shrubs,weighted_area_end,137895084
Fen,404878500,High,winter,Evergreen shrubs,weighted_area_start,68480082
Fen,404878500,High,winter,Evergreen shrubs,weighted_area_end,71517663
Fen,404878500,High,winter,Forbs,weighted_area_start,622134
Fen,404878500,High,winter,Forbs,weighted_area_end,1060803
Fen,404878500,High,winter,Alder,weighted_area_start,7211835
Fen,404878500,High,winter,Alder,weighted_area_end,12941541
Fen,404878500,High,winter,Birch,weighted_area_start,62046630
Fen,404878500,High,winter,Birch,weighted_area_end,72931392
Fen,404878500,High,winter,Graminoids,weighted_area_start,31874373
Fen,404878500,High,winter,Graminoids,weighted_area_end,27544707
Fen,404878500,High,winter,Willow,weighted_area_start,24398784
Fen,404878500,High,winter,Willow,weighted_area_end,21468573
Fen,404878500,High,winter,Lichens,weighted_area_start,43271118
Fen,404878500,High,winter,Lichens,weighted_area_end,34580835
Bog,157500,High,winter,Deciduous shrubs,weighted_area_start,2583
Bog,157500,High,winter,Deciduous shrubs,weighted_area_end,3447
Bog,157500,High,winter,Evergreen shrubs,weighted_area_start,23310
Bog,157500,High,winter,Evergreen shrubs,weighted_area_end,23787
Bog,157500,High,winter,Forbs,weighted_area_start,9504
Bog,157500,High,winter,Forbs,weighted_area_end,9180
Bog,157500,High,winter,Alder,weighted_area_start,360
Bog,157500,High,winter,Alder,weighted_area_end,540
Bog,157500,High,winter,Birch,weighted_area_start,4140
Bog,157500,High,winter,Birch,weighted_area_end,4680
Bog,157500,High,winter,Graminoids,weighted_area_start,9729
Bog,157500,High,winter,Graminoids,weighted_area_end,9621
Bog,157500,High,winter,Willow,weighted_area_start,531
Bog,157500,High,winter,Willow,weighted_area_end,441
Bog,157500,High,winter,Lichens,weighted_area_start,13761
Bog,157500,High,winter,Lichens,weighted_area_end,12168
Shallows/littoral,4500,High,winter,Deciduous shrubs,weighted_area_start,0
Shallows/littoral,4500,High,winter,Deciduous shrubs,weighted_area_end,0
Shallows/littoral,4500,High,winter,Evergreen shrubs,weighted_area_start,351
Shallows/littoral,4500,High,winter,Evergreen shrubs,weighted_area_end,360
Shallows/littoral,4500,High,winter,Forbs,weighted_area_start,72
Shallows/littoral,4500,High,winter,Forbs,weighted_area_end,81
Shallows/littoral,4500,High,winter,Alder,weighted_area_start,216
Shallows/littoral,4500,High,winter,Alder,weighted_area_end,180
Shallows/littoral,4500,High,winter,Birch,weighted_area_start,0
Shallows/littoral,4500,High,winter,Birch,weighted_area_end,0
Shallows/littoral,4500,High,winter,Graminoids,weighted_area_start,0
Shallows/littoral,4500,High,winter,Graminoids,weighted_area_end,36
Shallows/littoral,4500,High,winter,Willow,weighted_area_start,0
Shallows/littoral,4500,High,winter,Willow,weighted_area_end,0
Shallows/littoral,4500,High,winter,Lichens,weighted_area_start,288
Shallows/littoral,4500,High,winter,Lichens,weighted_area_end,450
Barren,162747000,High,winter,Deciduous shrubs,weighted_area_start,7386831
Barren,162747000,High,winter,Deciduous shrubs,weighted_area_end,8804448
Barren,162747000,High,winter,Evergreen shrubs,weighted_area_start,28118367
Barren,162747000,High,winter,Evergreen shrubs,weighted_area_end,27968175
Barren,162747000,High,winter,Forbs,weighted_area_start,1568394
Barren,162747000,High,winter,Forbs,weighted_area_end,1520379
Barren,162747000,High,winter,Alder,weighted_area_start,48627
Barren,162747000,High,winter,Alder,weighted_area_end,114021
Barren,162747000,High,winter,Birch,weighted_area_start,3720996
Barren,162747000,High,winter,Birch,weighted_area_end,4579938
Barren,162747000,High,winter,Graminoids,weighted_area_start,4095855
Barren,162747000,High,winter,Graminoids,weighted_area_end,4700457
Barren,162747000,High,winter,Willow,weighted_area_start,1585008
Barren,162747000,High,winter,Willow,weighted_area_end,1648107
Barren,162747000,High,winter,Lichens,weighted_area_start,21459168
Barren,162747000,High,winter,Lichens,weighted_area_end,20809593
Evergreen forest,10516260,None,overall,Deciduous shrubs,weighted_area_start,1643099.188
Evergreen forest,10516260,None,overall,Deciduous shrubs,weighted_area_end,1809372.741
Evergreen forest,10516260,None,overall,Evergreen shrubs,weighted_area_start,1527644.471
Evergreen forest,10516260,None,overall,Evergreen shrubs,weighted_area_end,1506365.718
Evergreen forest,10516260,None,overall,Forbs,weighted_area_start,67982.78824
Evergreen forest,10516260,None,overall,Forbs,weighted_area_end,52192.97647
Evergreen forest,10516260,None,overall,Alder,weighted_area_start,213717.6706
Evergreen forest,10516260,None,overall,Alder,weighted_area_end,276670.8
Evergreen forest,10516260,None,overall,Birch,weighted_area_start,644271.3882
Evergreen forest,10516260,None,overall,Birch,weighted_area_end,693854.6471
Evergreen forest,10516260,None,overall,Graminoids,weighted_area_start,15476.01176
Evergreen forest,10516260,None,overall,Graminoids,weighted_area_end,18905.92941
Evergreen forest,10516260,None,overall,Willow,weighted_area_start,408826.4118
Evergreen forest,10516260,None,overall,Willow,weighted_area_end,407243.8941
Evergreen forest,10516260,None,overall,Lichens,weighted_area_start,2065127.788
Evergreen forest,10516260,None,overall,Lichens,weighted_area_end,2007915.741
Deciduous forest,14400,None,overall,Deciduous shrubs,weighted_area_start,6480
Deciduous forest,14400,None,overall,Deciduous shrubs,weighted_area_end,6426
Deciduous forest,14400,None,overall,Evergreen shrubs,weighted_area_start,2106
Deciduous forest,14400,None,overall,Evergreen shrubs,weighted_area_end,2187
Deciduous forest,14400,None,overall,Forbs,weighted_area_start,117
Deciduous forest,14400,None,overall,Forbs,weighted_area_end,144
Deciduous forest,14400,None,overall,Alder,weighted_area_start,1089
Deciduous forest,14400,None,overall,Alder,weighted_area_end,945
Deciduous forest,14400,None,overall,Birch,weighted_area_start,2088
Deciduous forest,14400,None,overall,Birch,weighted_area_end,2628
Deciduous forest,14400,None,overall,Graminoids,weighted_area_start,180
Deciduous forest,14400,None,overall,Graminoids,weighted_area_end,450
Deciduous forest,14400,None,overall,Willow,weighted_area_start,1323
Deciduous forest,14400,None,overall,Willow,weighted_area_end,1197
Deciduous forest,14400,None,overall,Lichens,weighted_area_start,1440
Deciduous forest,14400,None,overall,Lichens,weighted_area_end,1467
Mixed forest,375617.6471,None,overall,Deciduous shrubs,weighted_area_start,133339.0588
Mixed forest,375617.6471,None,overall,Deciduous shrubs,weighted_area_end,147742.5176
Mixed forest,375617.6471,None,overall,Evergreen shrubs,weighted_area_start,56253.52941
Mixed forest,375617.6471,None,overall,Evergreen shrubs,weighted_area_end,56728.41176
Mixed forest,375617.6471,None,overall,Forbs,weighted_area_start,4885.305882
Mixed forest,375617.6471,None,overall,Forbs,weighted_area_end,3469.870588
Mixed forest,375617.6471,None,overall,Alder,weighted_area_start,18791.64706
Mixed forest,375617.6471,None,overall,Alder,weighted_area_end,32075.61176
Mixed forest,375617.6471,None,overall,Birch,weighted_area_start,52967.11765
Mixed forest,375617.6471,None,overall,Birch,weighted_area_end,55382.32941
Mixed forest,375617.6471,None,overall,Graminoids,weighted_area_start,23382.14118
Mixed forest,375617.6471,None,overall,Graminoids,weighted_area_end,18552.35294
Mixed forest,375617.6471,None,overall,Willow,weighted_area_start,23062.48235
Mixed forest,375617.6471,None,overall,Willow,weighted_area_end,21449.96471
Mixed forest,375617.6471,None,overall,Lichens,weighted_area_start,44215.72941
Mixed forest,375617.6471,None,overall,Lichens,weighted_area_end,43066.90588
Woodland,247931431.8,None,overall,Deciduous shrubs,weighted_area_start,40905082.02
Woodland,247931431.8,None,overall,Deciduous shrubs,weighted_area_end,43635163.76
Woodland,247931431.8,None,overall,Evergreen shrubs,weighted_area_start,41032208.29
Woodland,247931431.8,None,overall,Evergreen shrubs,weighted_area_end,40581791.96
Woodland,247931431.8,None,overall,Forbs,weighted_area_start,1552239.141
Woodland,247931431.8,None,overall,Forbs,weighted_area_end,1348705.447
Woodland,247931431.8,None,overall,Alder,weighted_area_start,2251241.4
Woodland,247931431.8,None,overall,Alder,weighted_area_end,3249662.718
Woodland,247931431.8,None,overall,Birch,weighted_area_start,19860006.81
Woodland,247931431.8,None,overall,Birch,weighted_area_end,20749080.25
Woodland,247931431.8,None,overall,Graminoids,weighted_area_start,9920219.082
Woodland,247931431.8,None,overall,Graminoids,weighted_area_end,8690872.588
Woodland,247931431.8,None,overall,Willow,weighted_area_start,9824933.259
Woodland,247931431.8,None,overall,Willow,weighted_area_end,9948517.729
Woodland,247931431.8,None,overall,Lichens,weighted_area_start,48809203.87
Woodland,247931431.8,None,overall,Lichens,weighted_area_end,48138264.46
Low shrub,323047941.2,None,overall,Deciduous shrubs,weighted_area_start,71650185.18
Low shrub,323047941.2,None,overall,Deciduous shrubs,weighted_area_end,74596951.76
Low shrub,323047941.2,None,overall,Evergreen shrubs,weighted_area_start,56128258.59
Low shrub,323047941.2,None,overall,Evergreen shrubs,weighted_area_end,56037900.25
Low shrub,323047941.2,None,overall,Forbs,weighted_area_start,2085148.588
Low shrub,323047941.2,None,overall,Forbs,weighted_area_end,2880313.412
Low shrub,323047941.2,None,overall,Alder,weighted_area_start,1185629.718
Low shrub,323047941.2,None,overall,Alder,weighted_area_end,1937240.682
Low shrub,323047941.2,None,overall,Birch,weighted_area_start,39355735.48
Low shrub,323047941.2,None,overall,Birch,weighted_area_end,41530959.78
Low shrub,323047941.2,None,overall,Graminoids,weighted_area_start,39380618.01
Low shrub,323047941.2,None,overall,Graminoids,weighted_area_end,36536218.41
Low shrub,323047941.2,None,overall,Willow,weighted_area_start,18563134.69
Low shrub,323047941.2,None,overall,Willow,weighted_area_end,18440899.31
Low shrub,323047941.2,None,overall,Lichens,weighted_area_start,47545989.92
Low shrub,323047941.2,None,overall,Lichens,weighted_area_end,45031928.61
Tall shrub,23049225.88,None,overall,Deciduous shrubs,weighted_area_start,8939321.859
