LC,caribou_density,season,pft,change_type,change_count
Barren,Low,winter,Evergreen shrubs,Decrease,228924.6431
Barren,Low,winter,Evergreen shrubs,|Decrease| >= RMSE,2365.737255
Barren,Low,winter,Forbs,No change,661060.5451
Barren,Low,winter,Forbs,Increase,86309.15686
Barren,Low,winter,Forbs,Increase >= RMSE,1005
Barren,Low,winter,Forbs,Decrease,158926.6392
Barren,Low,winter,Forbs,|Decrease| >= RMSE,3019
Barren,Low,winter,Alder,No change,892888.3922
Barren,Low,winter,Alder,Increase,13539.47451
Barren,Low,winter,Alder,Increase >= RMSE,1799
Barren,Low,winter,Alder,Decrease,2060.47451
Barren,Low,winter,Alder,|Decrease| >= RMSE,33
Barren,Low,winter,Birch,No change,701346.9255
Barren,Low,winter,Birch,Increase,123964.8118
Barren,Low,winter,Birch,Increase >= RMSE,28694.82745
Barren,Low,winter,Birch,Decrease,52041.16471
Barren,Low,winter,Birch,|Decrease| >= RMSE,4272.611765
Barren,Low,winter,Graminoids,No change,644338.498
Barren,Low,winter,Graminoids,Increase,153169.9294
Barren,Low,winter,Graminoids,Increase >= RMSE,4745.882353
Barren,Low,winter,Graminoids,Decrease,106290.3137
Barren,Low,winter,Graminoids,|Decrease| >= RMSE,1775.717647
Barren,Low,winter,Willow,No change,717934.0275
Barren,Low,winter,Willow,Increase,85346.59608
Barren,Low,winter,Willow,Increase >= RMSE,1592
Barren,Low,winter,Willow,Decrease,100695.7176
Barren,Low,winter,Willow,|Decrease| >= RMSE,4752
Barren,Low,winter,Lichens,No change,267630.098
Barren,Low,winter,Lichens,Increase,390298.149
Barren,Low,winter,Lichens,Increase >= RMSE,19072.63922
Barren,Low,winter,Lichens,Decrease,230196.7333
Barren,Low,winter,Lichens,|Decrease| >= RMSE,3122.721569
Water,Low,winter,Deciduous shrubs,No change,68
Water,Low,winter,Deciduous shrubs,Increase,NA
Water,Low,winter,Deciduous shrubs,Increase >= RMSE,33
Water,Low,winter,Deciduous shrubs,Decrease,NA
Water,Low,winter,Deciduous shrubs,|Decrease| >= RMSE,NA
Water,Low,winter,Evergreen shrubs,No change,38
Water,Low,winter,Evergreen shrubs,Increase,10
Water,Low,winter,Evergreen shrubs,Increase >= RMSE,52
Water,Low,winter,Evergreen shrubs,Decrease,1
Water,Low,winter,Evergreen shrubs,|Decrease| >= RMSE,NA
Water,Low,winter,Forbs,No change,33
Water,Low,winter,Forbs,Increase,32
Water,Low,winter,Forbs,Increase >= RMSE,2
Water,Low,winter,Forbs,Decrease,15
Water,Low,winter,Forbs,|Decrease| >= RMSE,19
Water,Low,winter,Alder,No change,48
Water,Low,winter,Alder,Increase,28
Water,Low,winter,Alder,Increase >= RMSE,2
Water,Low,winter,Alder,Decrease,15
Water,Low,winter,Alder,|Decrease| >= RMSE,8
Water,Low,winter,Birch,No change,89
Water,Low,winter,Birch,Increase,7
Water,Low,winter,Birch,Increase >= RMSE,5
Water,Low,winter,Birch,Decrease,NA
Water,Low,winter,Birch,|Decrease| >= RMSE,NA
Water,Low,winter,Graminoids,No change,59
Water,Low,winter,Graminoids,Increase,14
Water,Low,winter,Graminoids,Increase >= RMSE,27
Water,Low,winter,Graminoids,Decrease,1
Water,Low,winter,Graminoids,|Decrease| >= RMSE,NA
Water,Low,winter,Willow,No change,32
Water,Low,winter,Willow,Increase,NA
Water,Low,winter,Willow,Increase >= RMSE,NA
Water,Low,winter,Willow,Decrease,38
Water,Low,winter,Willow,|Decrease| >= RMSE,31
Water,Low,winter,Lichens,No change,16
Water,Low,winter,Lichens,Increase,6
Water,Low,winter,Lichens,Increase >= RMSE,69
Water,Low,winter,Lichens,Decrease,9
Water,Low,winter,Lichens,|Decrease| >= RMSE,1
Evergreen forest,Medium,winter,Deciduous shrubs,No change,201998
Evergreen forest,Medium,winter,Deciduous shrubs,Increase,295650
Evergreen forest,Medium,winter,Deciduous shrubs,Increase >= RMSE,40203
Evergreen forest,Medium,winter,Deciduous shrubs,Decrease,60511
Evergreen forest,Medium,winter,Deciduous shrubs,|Decrease| >= RMSE,7167
Evergreen forest,Medium,winter,Evergreen shrubs,No change,298989
Evergreen forest,Medium,winter,Evergreen shrubs,Increase,134145
Evergreen forest,Medium,winter,Evergreen shrubs,Increase >= RMSE,3305
Evergreen forest,Medium,winter,Evergreen shrubs,Decrease,167906
Evergreen forest,Medium,winter,Evergreen shrubs,|Decrease| >= RMSE,1184
Evergreen forest,Medium,winter,Forbs,No change,568481
Evergreen forest,Medium,winter,Forbs,Increase,21144
Evergreen forest,Medium,winter,Forbs,Increase >= RMSE,379
Evergreen forest,Medium,winter,Forbs,Decrease,14984
Evergreen forest,Medium,winter,Forbs,|Decrease| >= RMSE,541
Evergreen forest,Medium,winter,Alder,No change,199997
Evergreen forest,Medium,winter,Alder,Increase,347024
Evergreen forest,Medium,winter,Alder,Increase >= RMSE,9092
Evergreen forest,Medium,winter,Alder,Decrease,49294
Evergreen forest,Medium,winter,Alder,|Decrease| >= RMSE,122
Evergreen forest,Medium,winter,Birch,No change,276946
Evergreen forest,Medium,winter,Birch,Increase,180495
Evergreen forest,Medium,winter,Birch,Increase >= RMSE,13746
Evergreen forest,Medium,winter,Birch,Decrease,127470
Evergreen forest,Medium,winter,Birch,|Decrease| >= RMSE,6872
Evergreen forest,Medium,winter,Graminoids,No change,585483
Evergreen forest,Medium,winter,Graminoids,Increase,8972
Evergreen forest,Medium,winter,Graminoids,Increase >= RMSE,276
Evergreen forest,Medium,winter,Graminoids,Decrease,10508
Evergreen forest,Medium,winter,Graminoids,|Decrease| >= RMSE,290
Evergreen forest,Medium,winter,Willow,No change,357459
Evergreen forest,Medium,winter,Willow,Increase,97220
Evergreen forest,Medium,winter,Willow,Increase >= RMSE,277
Evergreen forest,Medium,winter,Willow,Decrease,150049
Evergreen forest,Medium,winter,Willow,|Decrease| >= RMSE,524
Evergreen forest,Medium,winter,Lichens,No change,138202
Evergreen forest,Medium,winter,Lichens,Increase,72379
Evergreen forest,Medium,winter,Lichens,Increase >= RMSE,1866
Evergreen forest,Medium,winter,Lichens,Decrease,372775
Evergreen forest,Medium,winter,Lichens,|Decrease| >= RMSE,20307
Deciduous forest,Medium,winter,Deciduous shrubs,No change,5
Deciduous forest,Medium,winter,Deciduous shrubs,Increase,13
Deciduous forest,Medium,winter,Deciduous shrubs,Increase >= RMSE,NA
Deciduous forest,Medium,winter,Deciduous shrubs,Decrease,3
Deciduous forest,Medium,winter,Deciduous shrubs,|Decrease| >= RMSE,NA
Deciduous forest,Medium,winter,Evergreen shrubs,No change,6
Deciduous forest,Medium,winter,Evergreen shrubs,Increase,6
Deciduous forest,Medium,winter,Evergreen shrubs,Increase >= RMSE,NA
Deciduous forest,Medium,winter,Evergreen shrubs,Decrease,9
Deciduous forest,Medium,winter,Evergreen shrubs,|Decrease| >= RMSE,NA
Deciduous forest,Medium,winter,Forbs,No change,21
Deciduous forest,Medium,winter,Forbs,Increase,NA
Deciduous forest,Medium,winter,Forbs,Increase >= RMSE,NA
Deciduous forest,Medium,winter,Forbs,Decrease,NA
Deciduous forest,Medium,winter,Forbs,|Decrease| >= RMSE,NA
Deciduous forest,Medium,winter,Alder,No change,2
Deciduous forest,Medium,winter,Alder,Increase,15
Deciduous forest,Medium,winter,Alder,Increase >= RMSE,NA
Deciduous forest,Medium,winter,Alder,Decrease,4
Deciduous forest,Medium,winter,Alder,|Decrease| >= RMSE,NA
Deciduous forest,Medium,winter,Birch,No change,4
Deciduous forest,Medium,winter,Birch,Increase,11
Deciduous forest,Medium,winter,Birch,Increase >= RMSE,1
Deciduous forest,Medium,winter,Birch,Decrease,5
Deciduous forest,Medium,winter,Birch,|Decrease| >= RMSE,NA
Deciduous forest,Medium,winter,Graminoids,No change,19
Deciduous forest,Medium,winter,Graminoids,Increase,NA
Deciduous forest,Medium,winter,Graminoids,Increase >= RMSE,NA
Deciduous forest,Medium,winter,Graminoids,Decrease,NA
Deciduous forest,Medium,winter,Graminoids,|Decrease| >= RMSE,2
Deciduous forest,Medium,winter,Willow,No change,9
Deciduous forest,Medium,winter,Willow,Increase,7
Deciduous forest,Medium,winter,Willow,Increase >= RMSE,NA
Deciduous forest,Medium,winter,Willow,Decrease,5
Deciduous forest,Medium,winter,Willow,|Decrease| >= RMSE,NA
Deciduous forest,Medium,winter,Lichens,No change,3
Deciduous forest,Medium,winter,Lichens,Increase,3
Deciduous forest,Medium,winter,Lichens,Increase >= RMSE,NA
Deciduous forest,Medium,winter,Lichens,Decrease,15
Deciduous forest,Medium,winter,Lichens,|Decrease| >= RMSE,NA
Mixed forest,Medium,winter,Deciduous shrubs,No change,551
Mixed forest,Medium,winter,Deciduous shrubs,Increase,2525
Mixed forest,Medium,winter,Deciduous shrubs,Increase >= RMSE,13
Mixed forest,Medium,winter,Deciduous shrubs,Decrease,883
Mixed forest,Medium,winter,Deciduous shrubs,|Decrease| >= RMSE,8
Mixed forest,Medium,winter,Evergreen shrubs,No change,1295
Mixed forest,Medium,winter,Evergreen shrubs,Increase,1063
Mixed forest,Medium,winter,Evergreen shrubs,Increase >= RMSE,8
Mixed forest,Medium,winter,Evergreen shrubs,Decrease,1605
Mixed forest,Medium,winter,Evergreen shrubs,|Decrease| >= RMSE,9
Mixed forest,Medium,winter,Forbs,No change,3612
Mixed forest,Medium,winter,Forbs,Increase,194
Mixed forest,Medium,winter,Forbs,Increase >= RMSE,NA
Mixed forest,Medium,winter,Forbs,Decrease,173
Mixed forest,Medium,winter,Forbs,|Decrease| >= RMSE,1
Mixed forest,Medium,winter,Alder,No change,960
Mixed forest,Medium,winter,Alder,Increase,2224
Mixed forest,Medium,winter,Alder,Increase >= RMSE,349
Mixed forest,Medium,winter,Alder,Decrease,441
Mixed forest,Medium,winter,Alder,|Decrease| >= RMSE,6
Mixed forest,Medium,winter,Birch,No change,689
Mixed forest,Medium,winter,Birch,Increase,1896
Mixed forest,Medium,winter,Birch,Increase >= RMSE,156
Mixed forest,Medium,winter,Birch,Decrease,1171
Mixed forest,Medium,winter,Birch,|Decrease| >= RMSE,68
Mixed forest,Medium,winter,Graminoids,No change,2400
Mixed forest,Medium,winter,Graminoids,Increase,304
Mixed forest,Medium,winter,Graminoids,Increase >= RMSE,2
Mixed forest,Medium,winter,Graminoids,Decrease,1236
Mixed forest,Medium,winter,Graminoids,|Decrease| >= RMSE,38
Mixed forest,Medium,winter,Willow,No change,1254
Mixed forest,Medium,winter,Willow,Increase,871
Mixed forest,Medium,winter,Willow,Increase >= RMSE,17
Mixed forest,Medium,winter,Willow,Decrease,1823
Mixed forest,Medium,winter,Willow,|Decrease| >= RMSE,15
Mixed forest,Medium,winter,Lichens,No change,1108
Mixed forest,Medium,winter,Lichens,Increase,370
Mixed forest,Medium,winter,Lichens,Increase >= RMSE,6
Mixed forest,Medium,winter,Lichens,Decrease,2327
Mixed forest,Medium,winter,Lichens,|Decrease| >= RMSE,169
Woodland,Medium,winter,Deciduous shrubs,No change,1217375
Woodland,Medium,winter,Deciduous shrubs,Increase,2675651
Woodland,Medium,winter,Deciduous shrubs,Increase >= RMSE,113132
Woodland,Medium,winter,Deciduous shrubs,Decrease,661073
Woodland,Medium,winter,Deciduous shrubs,|Decrease| >= RMSE,21835
Woodland,Medium,winter,Evergreen shrubs,No change,1908222
Woodland,Medium,winter,Evergreen shrubs,Increase,1223912
Woodland,Medium,winter,Evergreen shrubs,Increase >= RMSE,2243
Woodland,Medium,winter,Evergreen shrubs,Decrease,1552544
Woodland,Medium,winter,Evergreen shrubs,|Decrease| >= RMSE,2145
Woodland,Medium,winter,Forbs,No change,4359587
Woodland,Medium,winter,Forbs,Increase,208966
Woodland,Medium,winter,Forbs,Increase >= RMSE,3201
Woodland,Medium,winter,Forbs,Decrease,115100
Woodland,Medium,winter,Forbs,|Decrease| >= RMSE,2212
Woodland,Medium,winter,Alder,No change,1885802
Woodland,Medium,winter,Alder,Increase,2431801
Woodland,Medium,winter,Alder,Increase >= RMSE,88243
Woodland,Medium,winter,Alder,Decrease,282749
Woodland,Medium,winter,Alder,|Decrease| >= RMSE,471
Woodland,Medium,winter,Birch,No change,1334061
Woodland,Medium,winter,Birch,Increase,1744325
Woodland,Medium,winter,Birch,Increase >= RMSE,103264
Woodland,Medium,winter,Birch,Decrease,1444652
Woodland,Medium,winter,Birch,|Decrease| >= RMSE,62764
Woodland,Medium,winter,Graminoids,No change,3339762
Woodland,Medium,winter,Graminoids,Increase,323135
Woodland,Medium,winter,Graminoids,Increase >= RMSE,7812
Woodland,Medium,winter,Graminoids,Decrease,978018
Woodland,Medium,winter,Graminoids,|Decrease| >= RMSE,40339
Woodland,Medium,winter,Willow,No change,2313133
Woodland,Medium,winter,Willow,Increase,1122606
Woodland,Medium,winter,Willow,Increase >= RMSE,2436
Woodland,Medium,winter,Willow,Decrease,1246784
Woodland,Medium,winter,Willow,|Decrease| >= RMSE,4107
Woodland,Medium,winter,Lichens,No change,962455
Woodland,Medium,winter,Lichens,Increase,567973
Woodland,Medium,winter,Lichens,Increase >= RMSE,6300
Woodland,Medium,winter,Lichens,Decrease,3003940
Woodland,Medium,winter,Lichens,|Decrease| >= RMSE,148398
Low shrub,Medium,winter,Deciduous shrubs,No change,275678
Low shrub,Medium,winter,Deciduous shrubs,Increase,803093
Low shrub,Medium,winter,Deciduous shrubs,Increase >= RMSE,20708
Low shrub,Medium,winter,Deciduous shrubs,Decrease,405507
Low shrub,Medium,winter,Deciduous shrubs,|Decrease| >= RMSE,7307
Low shrub,Medium,winter,Evergreen shrubs,No change,359434
Low shrub,Medium,winter,Evergreen shrubs,Increase,509236
Low shrub,Medium,winter,Evergreen shrubs,Increase >= RMSE,3221
Low shrub,Medium,winter,Evergreen shrubs,Decrease,637041
Low shrub,Medium,winter,Evergreen shrubs,|Decrease| >= RMSE,3361
Low shrub,Medium,winter,Forbs,No change,1374334
Low shrub,Medium,winter,Forbs,Increase,97530
Low shrub,Medium,winter,Forbs,Increase >= RMSE,311
Low shrub,Medium,winter,Forbs,Decrease,39636
Low shrub,Medium,winter,Forbs,|Decrease| >= RMSE,482
Low shrub,Medium,winter,Alder,No change,822917
Low shrub,Medium,winter,Alder,Increase,556858
Low shrub,Medium,winter,Alder,Increase >= RMSE,40377
Low shrub,Medium,winter,Alder,Decrease,90496
Low shrub,Medium,winter,Alder,|Decrease| >= RMSE,1645
Low shrub,Medium,winter,Birch,No change,261946
Low shrub,Medium,winter,Birch,Increase,662438
Low shrub,Medium,winter,Birch,Increase >= RMSE,73176
Low shrub,Medium,winter,Birch,Decrease,491548
Low shrub,Medium,winter,Birch,|Decrease| >= RMSE,23185
Low shrub,Medium,winter,Graminoids,No change,715929
Low shrub,Medium,winter,Graminoids,Increase,164132
Low shrub,Medium,winter,Graminoids,Increase >= RMSE,4931
Low shrub,Medium,winter,Graminoids,Decrease,594360
Low shrub,Medium,winter,Graminoids,|Decrease| >= RMSE,32941
Low shrub,Medium,winter,Willow,No change,624138
Low shrub,Medium,winter,Willow,Increase,448240
Low shrub,Medium,winter,Willow,Increase >= RMSE,6196
Low shrub,Medium,winter,Willow,Decrease,427431
Low shrub,Medium,winter,Willow,|Decrease| >= RMSE,6288
Low shrub,Medium,winter,Lichens,No change,435783
Low shrub,Medium,winter,Lichens,Increase,202673
Low shrub,Medium,winter,Lichens,Increase >= RMSE,3632
Low shrub,Medium,winter,Lichens,Decrease,830549
Low shrub,Medium,winter,Lichens,|Decrease| >= RMSE,39656
Tall shrub,Medium,winter,Deciduous shrubs,No change,23418
Tall shrub,Medium,winter,Deciduous shrubs,Increase,93626
Tall shrub,Medium,winter,Deciduous shrubs,Increase >= RMSE,1135
Tall shrub,Medium,winter,Deciduous shrubs,Decrease,59454
Tall shrub,Medium,winter,Deciduous shrubs,|Decrease| >= RMSE,228
Tall shrub,Medium,winter,Evergreen shrubs,No change,38620
Tall shrub,Medium,winter,Evergreen shrubs,Increase,69028
Tall shrub,Medium,winter,Evergreen shrubs,Increase >= RMSE,325
Tall shrub,Medium,winter,Evergreen shrubs,Decrease,69193
Tall shrub,Medium,winter,Evergreen shrubs,|Decrease| >= RMSE,695
Tall shrub,Medium,winter,Forbs,No change,152709
Tall shrub,Medium,winter,Forbs,Increase,17670
Tall shrub,Medium,winter,Forbs,Increase >= RMSE,23
Tall shrub,Medium,winter,Forbs,Decrease,7371
Tall shrub,Medium,winter,Forbs,|Decrease| >= RMSE,88
Tall shrub,Medium,winter,Alder,No change,68223
Tall shrub,Medium,winter,Alder,Increase,76213
Tall shrub,Medium,winter,Alder,Increase >= RMSE,15881
Tall shrub,Medium,winter,Alder,Decrease,16914
Tall shrub,Medium,winter,Alder,|Decrease| >= RMSE,630
Tall shrub,Medium,winter,Birch,No change,21939
Tall shrub,Medium,winter,Birch,Increase,85845
Tall shrub,Medium,winter,Birch,Increase >= RMSE,10269
Tall shrub,Medium,winter,Birch,Decrease,56992
Tall shrub,Medium,winter,Birch,|Decrease| >= RMSE,2816
Tall shrub,Medium,winter,Graminoids,No change,78546
Tall shrub,Medium,winter,Graminoids,Increase,13798
Tall shrub,Medium,winter,Graminoids,Increase >= RMSE,318
Tall shrub,Medium,winter,Graminoids,Decrease,81319
Tall shrub,Medium,winter,Graminoids,|Decrease| >= RMSE,3880
Tall shrub,Medium,winter,Willow,No change,40533
Tall shrub,Medium,winter,Willow,Increase,44343
Tall shrub,Medium,winter,Willow,Increase >= RMSE,796
Tall shrub,Medium,winter,Willow,Decrease,90460
Tall shrub,Medium,winter,Willow,|Decrease| >= RMSE,1729
Tall shrub,Medium,winter,Lichens,No change,54485
Tall shrub,Medium,winter,Lichens,Increase,19024
Tall shrub,Medium,winter,Lichens,Increase >= RMSE,548
Tall shrub,Medium,winter,Lichens,Decrease,100057
Tall shrub,Medium,winter,Lichens,|Decrease| >= RMSE,3747
Open shrubs,Medium,winter,Deciduous shrubs,No change,13811
Open shrubs,Medium,winter,Deciduous shrubs,Increase,38168
Open shrubs,Medium,winter,Deciduous shrubs,Increase >= RMSE,1211
Open shrubs,Medium,winter,Deciduous shrubs,Decrease,15004
Open shrubs,Medium,winter,Deciduous shrubs,|Decrease| >= RMSE,150
Open shrubs,Medium,winter,Evergreen shrubs,No change,15538
Open shrubs,Medium,winter,Evergreen shrubs,Increase,31486
Open shrubs,Medium,winter,Evergreen shrubs,Increase >= RMSE,93
Open shrubs,Medium,winter,Evergreen shrubs,Decrease,21029
Open shrubs,Medium,winter,Evergreen shrubs,|Decrease| >= RMSE,198
Open shrubs,Medium,winter,Forbs,No change,64573
Open shrubs,Medium,winter,Forbs,Increase,2666
Open shrubs,Medium,winter,Forbs,Increase >= RMSE,3
Open shrubs,Medium,winter,Forbs,Decrease,1070
Open shrubs,Medium,winter,Forbs,|Decrease| >= RMSE,32
Open shrubs,Medium,winter,Alder,No change,51758
Open shrubs,Medium,winter,Alder,Increase,12864
Open shrubs,Medium,winter,Alder,Increase >= RMSE,1097
Open shrubs,Medium,winter,Alder,Decrease,2556
Open shrubs,Medium,winter,Alder,|Decrease| >= RMSE,69
Open shrubs,Medium,winter,Birch,No change,12954
Open shrubs,Medium,winter,Birch,Increase,32879
Open shrubs,Medium,winter,Birch,Increase >= RMSE,2670
Open shrubs,Medium,winter,Birch,Decrease,19413
Open shrubs,Medium,winter,Birch,|Decrease| >= RMSE,428
Open shrubs,Medium,winter,Graminoids,No change,32028
Open shrubs,Medium,winter,Graminoids,Increase,16201
Open shrubs,Medium,winter,Graminoids,Increase >= RMSE,637
Open shrubs,Medium,winter,Graminoids,Decrease,18932
Open shrubs,Medium,winter,Graminoids,|Decrease| >= RMSE,546
Open shrubs,Medium,winter,Willow,No change,32150
Open shrubs,Medium,winter,Willow,Increase,16753
Open shrubs,Medium,winter,Willow,Increase >= RMSE,426
Open shrubs,Medium,winter,Willow,Decrease,18430
Open shrubs,Medium,winter,Willow,|Decrease| >= RMSE,585
Open shrubs,Medium,winter,Lichens,No change,14640
Open shrubs,Medium,winter,Lichens,Increase,10898
Open shrubs,Medium,winter,Lichens,Increase >= RMSE,133
Open shrubs,Medium,winter,Lichens,Decrease,38572
Open shrubs,Medium,winter,Lichens,|Decrease| >= RMSE,4101
Herbaceous,Medium,winter,Deciduous shrubs,No change,123316
Herbaceous,Medium,winter,Deciduous shrubs,Increase,476135
Herbaceous,Medium,winter,Deciduous shrubs,Increase >= RMSE,17061
Herbaceous,Medium,winter,Deciduous shrubs,Decrease,147200
Herbaceous,Medium,winter,Deciduous shrubs,|Decrease| >= RMSE,2108
Herbaceous,Medium,winter,Evergreen shrubs,No change,155979
Herbaceous,Medium,winter,Evergreen shrubs,Increase,319712
Herbaceous,Medium,winter,Evergreen shrubs,Increase >= RMSE,3158
Herbaceous,Medium,winter,Evergreen shrubs,Decrease,284378
Herbaceous,Medium,winter,Evergreen shrubs,|Decrease| >= RMSE,2593
Herbaceous,Medium,winter,Forbs,No change,627434
Herbaceous,Medium,winter,Forbs,Increase,82060
Herbaceous,Medium,winter,Forbs,Increase >= RMSE,920
Herbaceous,Medium,winter,Forbs,Decrease,54418
Herbaceous,Medium,winter,Forbs,|Decrease| >= RMSE,988
Herbaceous,Medium,winter,Alder,No change,562718
Herbaceous,Medium,winter,Alder,Increase,116456
Herbaceous,Medium,winter,Alder,Increase >= RMSE,54427
Herbaceous,Medium,winter,Alder,Decrease,28802
Herbaceous,Medium,winter,Alder,|Decrease| >= RMSE,3417
Herbaceous,Medium,winter,Birch,No change,135288
Herbaceous,Medium,winter,Birch,Increase,377029
Herbaceous,Medium,winter,Birch,Increase >= RMSE,45916
Herbaceous,Medium,winter,Birch,Decrease,202580
Herbaceous,Medium,winter,Birch,|Decrease| >= RMSE,5007
Herbaceous,Medium,winter,Graminoids,No change,206041
Herbaceous,Medium,winter,Graminoids,Increase,180127
Herbaceous,Medium,winter,Graminoids,Increase >= RMSE,8309
Herbaceous,Medium,winter,Graminoids,Decrease,355381
Herbaceous,Medium,winter,Graminoids,|Decrease| >= RMSE,15962
Herbaceous,Medium,winter,Willow,No change,242781
